# ms1-new-2-ms2-1579-0001 - Peak List - Sample O23
183.003023347	704.000000000
284.144065577	448.000000000
375.165459914	5120.000000000
383.175116118	512.000000000
384.153324078	512.000000000
385.175103644	537.599975586
388.174754434	320.000000000
399.158249321	384.000000000
401.177904990	5376.000000000
403.150134937	448.000000000
413.168187751	6528.000000000
415.165974123	640.000000000
419.147130277	256.000000000
431.193920765	12544.000000000
432.219046156	896.000000000
441.162698393	384.000000000
445.069679920	384.000000000
445.225039797	10496.000000000
446.268130373	192.000000000
447.185017111	7168.000000000
448.183450865	1536.000000000
449.105026193	64.000000000
449.215066359	8320.000000000
458.112002963	2176.000000000
458.240848645	6436.571289063
459.197466752	2005.333374023
461.212068196	2112.000000000
463.160288702	1504.000000000
474.297661160	448.000000000
486.255203943	384.000000000
491.220939834	32256.000000000
492.215300178	384.000000000
497.265714259	512.000000000
500.240704893	576.000000000
505.315266341	64.000000000
506.731267776	640.000000000
517.259180741	192.000000000
519.300953558	3872.000000000
521.249837959	298.666656494
533.284128179	448.000000000
545.287851595	512.000000000
548.286240989	256.000000000
561.177734692	512.000000000
562.407062149	448.000000000
565.312020300	640.000000000
573.263714365	277.333343506
579.341374441	1408.000000000
589.311332835	1510.400024414
602.319022823	768.000000000
609.351229426	320.000000000
619.338781916	15232.000000000
620.351177184	128.000000000
621.315412710	20992.000000000
622.329881257	1664.000000000
631.150165545	512.000000000
639.314146698	768.000000000
649.211299787	320.000000000
649.387098106	864.000000000
651.356701368	896.000000000
653.353578462	384.000000000
662.376756274	3776.000000000
663.424629136	512.000000000
665.380035058	6528.000000000
666.325980136	512.000000000
667.400306670	79232.000000000
668.391384082	9408.000000000
669.440825662	1280.000000000
671.590054920	384.000000000
676.418018253	30720.000000000
677.405919622	10788.571289063
678.408715190	1254.400024414
679.329146646	256.000000000
695.480156424	320.000000000
705.455589632	192.000000000
709.453443899	143232.000000000
710.474076722	40007.109375000
710.990854345	192.000000000
711.484006959	4544.000000000
735.470877520	3488.000000000
736.516753557	512.000000000
737.533893938	33344.000000000
738.574091535	960.000000000
739.436054156	256.000000000
753.493935601	384.000000000
758.539173089	384.000000000
765.559189791	1152.000000000
766.458154101	320.000000000
767.506799873	256.000000000
783.489024226	6208.000000000
784.511279428	1024.000000000
785.486687789	896.000000000
790.566658131	512.000000000
793.560736319	384.000000000
793.698630225	512.000000000
794.442170904	384.000000000
807.472015735	896.000000000
810.500830854	256.000000000
811.440156451	544.000000000
821.455863953	1024.000000000
823.315213126	1792.000000000
823.482818325	704.000000000
824.505186762	448.000000000
825.485528676	320.000000000
839.460891073	59328.000000000
839.850212454	320.000000000
840.030777221	576.000000000
840.444663129	18816.000000000
841.479846125	896.000000000
855.451399884	4544.000000000
856.441455553	2048.000000000
857.462340089	12192.000000000
858.461272861	2688.000000000
866.474187551	21390.222656250
867.456118495	3712.000000000
868.426105430	448.000000000
868.575172437	768.000000000
869.420117623	1280.000000000
870.418819943	128.000000000
871.410888905	2176.000000000
871.564627728	320.000000000
899.557814723	384.000000000
913.438302737	1536.000000000
927.442482636	28189.539062500
928.485922173	14336.000000000
929.530809553	1664.000000000
939.528494970	170.666671753
941.462020873	896.000000000
942.481799785	128.000000000
953.328736011	384.000000000
953.490630252	1993.142822266
954.489470775	2048.000000000
955.492404622	704.000000000
987.288573304	320.000000000
1029.483472955	384.000000000
1030.360508842	512.000000000
1041.476828929	256.000000000
1043.416491876	10496.000000000
1044.352725922	576.000000000
1054.381789511	448.000000000
1057.379726935	7552.000000000
1058.355767598	1664.000000000
1059.319972059	1976.888916016
1061.313222271	1305.599975586
1062.600648259	1024.000000000
1068.172759996	192.000000000
1068.380031595	1664.000000000
1070.414882318	8448.000000000
1071.408631250	128.000000000
1071.553064194	256.000000000
1073.371440385	384.000000000
1075.390094126	73984.000000000
1075.959918981	704.000000000
1076.409504990	31872.000000000
1077.391780673	1664.000000000
1078.549459861	640.000000000
1084.380439736	157184.000000000
1085.388165013	71872.000000000
1085.761823324	192.000000000
1086.095504042	544.000000000
1086.390170395	9216.000000000
1090.368040835	384.000000000
1102.333547997	384.000000000
1116.360107546	320.000000000
1131.392816254	2304.000000000
1143.349329588	1312.000000000
1145.171583142	3072.000000000
1145.363654992	44544.000000000
1146.356125329	38272.000000000
1147.377506828	2304.000000000
1245.345152532	256.000000000
1260.323763232	64.000000000
1287.178431058	704.000000000
1288.286395753	24768.000000000
1289.265779376	6912.000000000
1290.303746850	5440.000000000
1291.253417212	42.666667938
1300.326274587	640.000000000
1302.288967300	469312.000000000
1303.281346251	393472.000000000
1303.757075980	3968.000000000
1304.317012791	88064.000000000
1305.070566416	2368.000000000
1305.277225472	6912.000000000
1306.322866289	320.000000000
1320.290277910	896.000000000
1321.199185028	576.000000000
1322.369226573	256.000000000
1346.217138111	448.000000000
1361.307665971	17356.800781250
1361.972682662	2240.000000000
1362.316511159	18048.000000000
1363.310210106	2432.000000000
1364.260909673	384.000000000
1388.891319721	384.000000000
1503.366784211	768.000000000
1546.403882212	576.000000000
